date,customerID,productID,payment,amount,price,cost,category
2017-08-07,25913,70159,cash,1,905.96,345.4,emergency
2017-04-09,67911,29552,credit card,3,319.41,124.27,emergency
2017-08-10,93576,54910,cash,3,312.72,184.77,specialty
2017-07-23,4698,99445,cash,2,74.29,28.26,specialty
2017-01-28,38805,24221,cash,2,933.45,291.74,specialty
2017-05-23,42137,96506,credit card,3,262.78,100.68,emergency
2017-02-12,97177,34082,cash,1,40.67,12.21,specialty
2017-02-22,82849,7234,paypal,1,351.14,171.11,specialty
2017-12-16,18709,81165,credit card,1,700.72,387.72,emergency
2017-11-09,44479,37269,credit card,2,93.61,50.52,emergency
2017-08-02,26694,81165,paypal,1,700.72,387.72,emergency
2017-12-10,17695,89266,cash,2,786.91,339.3,specialty
2017-02-19,39751,27578,cash,1,458.31,269.8,emergency
2017-12-30,85419,89266,paypal,2,786.91,339.3,specialty
2017-02-16,47636,29552,credit card,2,319.41,124.27,emergency
2017-05-12,23772,42029,paypal,1,920.94,543.9,emergency
2017-06-05,4140,25426,credit card,1,146.15,75.92,emergency
2017-11-25,69642,27578,credit card,3,458.31,269.8,emergency
2017-03-08,40223,96001,credit card,3,635.86,320.37,specialty
2017-07-08,77541,2002,credit card,3,799.99,407.3,emergency
2017-11-16,78795,9072,credit card,1,97.04,43.04,emergency
2017-11-16,46822,15918,paypal,1,175.76,87.34,specialty
2017-01-25,13066,96001,credit card,1,635.86,320.37,specialty
2017-05-01,62191,96001,cash,1,635.86,320.37,specialty
2017-02-13,97745,7234,paypal,1,351.14,171.11,specialty
2017-11-02,7364,55593,credit card,3,73.52,35.49,emergency
2017-05-31,15791,15847,cash,1,207.94,84.67,emergency
2017-08-12,30329,15847,cash,1,207.94,84.67,emergency
2017-01-21,54910,78934,paypal,2,586.96,264.75,specialty
2017-08-30,1208,40784,paypal,1,125.79,47.53,specialty
2017-04-16,88129,78934,cash,1,586.96,264.75,specialty
2017-12-30,49887,22538,cash,3,445.45,182.46,specialty
2017-02-12,2622,42029,cash,2,920.94,543.9,emergency
2017-04-07,6590,29656,paypal,1,76.76,45.74,emergency
2017-08-17,37265,82560,credit card,2,658.88,330.44,emergency
2017-10-06,80844,29552,credit card,3,319.41,124.27,emergency
2017-02-03,67178,37524,credit card,2,448.03,177.37,emergency
2017-08-20,19296,51943,credit card,2,652.13,376.21,specialty
2017-07-05,28803,15847,cash,3,207.94,84.67,emergency
2017-07-18,53396,42029,cash,2,920.94,543.9,emergency
2017-04-21,55415,72114,credit card,2,257.33,96.49,specialty
2017-04-01,64709,81165,credit card,1,700.72,387.72,emergency
2017-12-26,48536,2002,paypal,1,799.99,407.3,emergency
2017-12-26,45757,76290,credit card,3,692.84,382.05,emergency
2017-05-08,48460,28440,credit card,1,415.08,214.57,emergency
2017-07-14,76967,8403,cash,1,560.74,234.89,emergency
2017-01-23,15689,16224,paypal,3,85.77,36.61,specialty
2017-08-26,7003,9072,paypal,3,97.04,43.04,emergency
2017-01-10,29892,10130,paypal,1,767.88,417.93,specialty
2017-12-22,95029,85702,cash,3,326.84,168.31,emergency
2017-09-05,26694,28440,credit card,1,415.08,214.57,emergency
2017-05-16,5414,37269,paypal,3,93.61,50.52,emergency
2017-12-15,8524,91230,cash,1,703.77,408.07,emergency
2017-02-21,15388,16224,cash,1,85.77,36.61,specialty
2017-08-12,45885,75593,cash,2,23.5,10.06,specialty
2017-04-29,73310,51943,paypal,1,652.13,376.21,specialty
2017-06-18,84839,27578,cash,3,458.31,269.8,emergency
2017-07-18,23772,32738,paypal,1,343.38,105.14,emergency
2017-09-03,6543,75593,cash,3,23.5,10.06,specialty
2017-10-13,38985,28088,paypal,1,697.08,386.5,specialty
2017-12-06,93226,62077,credit card,1,704.49,246.24,specialty
2017-12-05,97806,88698,paypal,2,29.54,10.35,specialty
2017-08-17,26768,72114,paypal,1,257.33,96.49,specialty
2017-03-29,99638,72230,cash,2,465.78,174.91,emergency
2017-11-07,94843,86064,paypal,1,589.82,185,emergency
2017-11-14,10857,61070,paypal,1,942.04,496.72,specialty
2017-12-17,99247,7234,cash,3,351.14,171.11,specialty
2017-07-27,37347,81165,credit card,2,700.72,387.72,emergency
2017-12-07,20974,15918,cash,1,175.76,87.34,specialty
2017-10-06,40695,75593,cash,2,23.5,10.06,specialty
2017-07-04,56375,86064,paypal,1,589.82,185,emergency
2017-05-20,51385,51943,cash,1,652.13,376.21,specialty
2017-09-25,40695,85702,credit card,1,326.84,168.31,emergency
2017-03-19,6295,17731,credit card,3,719.5,404.38,specialty
2017-01-17,1125,72230,credit card,2,465.78,174.91,emergency
2017-08-31,77871,72114,paypal,2,257.33,96.49,specialty
2017-02-04,97708,24221,cash,1,933.45,291.74,specialty
2017-11-15,18796,29552,cash,1,319.41,124.27,emergency
2017-04-20,25229,11138,paypal,3,17.45,10.41,emergency
2017-08-04,18582,29552,cash,3,319.41,124.27,emergency
2017-03-02,79200,88698,credit card,2,29.54,10.35,specialty
2017-10-03,16136,8403,cash,2,560.74,234.89,emergency
2017-03-05,35173,70159,cash,2,905.96,345.4,emergency
2017-02-25,3415,32310,cash,1,451.42,139.76,emergency
2017-09-14,77669,60974,credit card,2,866.72,290.78,specialty
2017-09-28,42994,9947,credit card,2,919.18,506.98,specialty
2017-05-05,37140,47613,credit card,3,289.03,114.52,specialty
2017-04-16,42955,28440,credit card,2,415.08,214.57,emergency
2017-04-26,99501,55593,paypal,1,73.52,35.49,emergency
2017-11-07,97708,47613,cash,1,289.03,114.52,specialty
2017-01-08,93576,28440,cash,3,415.08,214.57,emergency
2017-10-31,19337,8403,paypal,3,560.74,234.89,emergency
2017-10-05,94146,89266,paypal,2,786.91,339.3,specialty
2017-10-15,99765,72230,paypal,2,465.78,174.91,emergency
2017-01-24,48369,2002,paypal,2,799.99,407.3,emergency
2017-08-02,79438,8632,credit card,3,561.63,270.51,emergency
2017-11-01,79350,13013,cash,2,373.37,123.44,specialty
2017-03-24,69281,42029,credit card,3,920.94,543.9,emergency
2017-05-13,29090,25031,cash,2,548.78,226.66,emergency
2017-12-10,90092,50304,cash,3,95.66,30.34,specialty
2017-05-19,17415,15847,cash,2,207.94,84.67,emergency
2017-01-25,6590,47613,cash,1,289.03,114.52,specialty
2017-09-22,4733,60974,credit card,3,866.72,290.78,specialty
2017-01-04,53830,16224,cash,1,85.77,36.61,specialty
2017-07-11,46882,9947,credit card,2,919.18,506.98,specialty
2017-02-27,1208,85702,cash,2,326.84,168.31,emergency
2017-03-05,16136,18541,paypal,2,393.71,128.61,emergency
2017-07-24,55742,50304,paypal,3,95.66,30.34,specialty
2017-03-22,15213,9072,credit card,1,97.04,43.04,emergency
2017-09-23,6720,96001,paypal,3,635.86,320.37,specialty
2017-11-09,62729,43446,paypal,3,879.47,-99,emergency
2017-06-29,16136,27410,credit card,2,240.23,84.42,specialty
2017-09-21,50796,7234,paypal,3,351.14,171.11,specialty
2017-11-15,15589,22538,paypal,1,445.45,182.46,specialty
2017-01-09,51203,8403,credit card,2,560.74,234.89,emergency
2017-05-06,52073,13013,cash,3,373.37,123.44,specialty
2017-09-17,76967,89266,credit card,3,786.91,339.3,specialty
2017-03-03,2211,15847,paypal,1,207.94,84.67,emergency
2017-09-14,85997,13013,cash,3,373.37,123.44,specialty
2017-09-03,45175,10130,paypal,1,767.88,417.93,specialty
2017-11-06,44479,60230,paypal,1,237.78,96.54,specialty
2017-04-15,90007,7234,cash,2,351.14,171.11,specialty
2017-09-13,92695,86064,cash,2,589.82,185,emergency
2017-07-12,99765,86064,cash,3,589.82,185,emergency
2017-08-30,81160,29656,paypal,3,76.76,45.74,emergency
2017-11-10,48102,27578,credit card,1,458.31,269.8,emergency
2017-02-25,24218,76290,paypal,2,692.84,382.05,emergency
2017-07-25,59209,18541,cash,1,393.71,128.61,emergency
2017-03-27,30094,34082,paypal,1,40.67,12.21,specialty
2017-06-12,40247,87212,paypal,2,694.73,364.1,specialty
2017-08-01,50699,60974,cash,2,866.72,290.78,specialty
2017-08-05,4500,2002,paypal,1,799.99,407.3,emergency
2017-06-03,33968,37524,cash,3,448.03,177.37,emergency
2017-08-07,78288,24221,paypal,2,933.45,291.74,specialty
2017-06-13,85419,85702,credit card,2,326.84,168.31,emergency
2017-12-17,46039,88698,cash,1,29.54,10.35,specialty
2017-11-18,91292,61070,cash,2,942.04,496.72,specialty
2017-04-23,86736,79954,paypal,1,106.01,47.34,emergency
2017-11-10,37777,27188,credit card,3,574.61,339.91,emergency
2017-05-27,83782,72114,cash,2,257.33,96.49,specialty
2017-04-20,18582,43446,credit card,1,879.47,-99,emergency
2017-03-26,2211,79954,credit card,2,106.01,47.34,emergency
2017-05-03,55415,28440,paypal,1,415.08,214.57,emergency
2017-10-21,24021,24221,credit card,1,933.45,291.74,specialty
2017-12-24,80351,81165,credit card,1,700.72,387.72,emergency
2017-03-18,19504,82560,paypal,2,658.88,330.44,emergency
2017-03-27,30750,86205,credit card,3,284.07,132.35,emergency
2017-01-31,93317,37269,cash,3,93.61,50.52,emergency
2017-09-14,42137,76290,cash,1,692.84,382.05,emergency
2017-04-06,81633,42029,paypal,2,920.94,543.9,emergency
2017-03-08,45192,29552,cash,1,319.41,124.27,emergency
2017-05-28,2580,75593,paypal,1,23.5,10.06,specialty
2017-11-04,9354,11138,cash,1,17.45,10.41,emergency
2017-03-06,76367,62077,paypal,2,704.49,246.24,specialty
2017-02-04,64744,37524,paypal,3,448.03,177.37,emergency
2017-09-26,52115,37269,cash,2,93.61,50.52,emergency
2017-10-04,8554,27578,credit card,2,458.31,269.8,emergency
2017-11-14,92806,54910,credit card,2,312.72,184.77,specialty
2017-08-28,17083,75775,credit card,2,550.33,298.61,specialty
2017-04-18,70215,42029,paypal,1,920.94,543.9,emergency
2017-12-03,65139,87212,paypal,3,694.73,364.1,specialty
2017-06-13,44531,32738,credit card,3,343.38,105.14,emergency
2017-05-23,40625,89266,paypal,1,786.91,339.3,specialty
2017-09-28,62771,9947,paypal,2,919.18,506.98,specialty
2017-08-20,93576,54910,cash,1,312.72,184.77,specialty
2017-12-27,15388,75775,paypal,2,550.33,298.61,specialty
2017-04-10,62191,86064,cash,3,589.82,185,emergency
2017-05-20,45042,72230,cash,1,465.78,174.91,emergency
2017-12-29,86364,81136,cash,3,45.9,23.98,emergency
2017-04-12,86954,40784,paypal,3,125.79,47.53,specialty
2017-02-15,14372,55593,credit card,3,73.52,35.49,emergency
2017-01-05,7266,34413,paypal,3,29.8,15.34,emergency
2017-11-27,20325,99445,paypal,3,74.29,28.26,specialty
2017-02-07,47751,82560,paypal,1,658.88,330.44,emergency
2017-10-26,83058,61070,credit card,1,942.04,496.72,specialty
2017-02-07,48769,32310,cash,2,451.42,139.76,emergency
2017-04-16,94823,34413,credit card,3,29.8,15.34,emergency
2017-11-26,22015,32738,cash,1,343.38,105.14,emergency
2017-12-16,50699,11138,credit card,1,17.45,10.41,emergency
2017-06-20,2580,51943,paypal,1,652.13,376.21,specialty
2017-01-10,85027,61070,credit card,1,942.04,496.72,specialty
2017-06-09,45033,28088,paypal,2,697.08,386.5,specialty
2017-05-01,46822,34082,credit card,3,40.67,12.21,specialty
2017-02-11,85091,7234,paypal,1,351.14,171.11,specialty
2017-10-28,38985,86064,cash,2,589.82,185,emergency
2017-10-05,15589,99445,credit card,3,74.29,28.26,specialty
2017-12-04,58443,51943,paypal,3,652.13,376.21,specialty
2017-08-04,67671,34719,paypal,3,176.03,76.99,emergency
2017-08-23,50521,42029,paypal,2,920.94,543.9,emergency
2017-02-03,48368,79954,cash,1,106.01,47.34,emergency
2017-02-03,75106,89266,cash,3,786.91,339.3,specialty
2017-11-08,83043,78934,credit card,3,586.96,264.75,specialty
2017-03-21,88314,75775,credit card,3,550.33,298.61,specialty
2017-03-25,41174,29552,credit card,1,319.41,124.27,emergency
2017-04-26,6945,15847,cash,1,207.94,84.67,emergency
2017-03-11,99624,15918,cash,1,175.76,87.34,specialty
2017-06-17,45192,37269,cash,2,93.61,50.52,emergency
2017-07-22,72399,17731,credit card,2,719.5,404.38,specialty
2017-08-17,23210,54910,credit card,1,312.72,184.77,specialty
2017-04-29,4733,9947,cash,2,919.18,506.98,specialty
2017-10-09,45757,42029,cash,1,920.94,543.9,emergency
2017-11-11,90007,25031,cash,1,548.78,226.66,emergency
2017-01-04,16298,22538,paypal,2,445.45,182.46,specialty
2017-05-20,54569,55593,paypal,3,73.52,35.49,emergency
2017-03-17,45708,79954,paypal,2,106.01,47.34,emergency
2017-01-31,4733,70159,cash,1,905.96,345.4,emergency
2017-03-21,40223,81165,paypal,3,700.72,387.72,emergency
2017-12-20,71651,40784,paypal,2,125.79,47.53,specialty
2017-06-27,34081,11138,cash,3,17.45,10.41,emergency
2017-09-27,64744,78934,cash,2,586.96,264.75,specialty
2017-10-09,57425,25426,credit card,3,146.15,75.92,emergency
2017-09-27,32056,78934,paypal,1,586.96,264.75,specialty
2017-04-10,7457,42029,cash,1,920.94,543.9,emergency
2017-06-02,83815,79954,credit card,1,106.01,47.34,emergency
2017-09-01,19296,37269,credit card,1,93.61,50.52,emergency
2017-12-22,21581,18541,credit card,1,393.71,128.61,emergency
2017-04-09,79528,91230,cash,2,703.77,408.07,emergency
2017-07-25,44531,32310,credit card,1,451.42,139.76,emergency
2017-12-10,95031,60974,paypal,2,866.72,290.78,specialty
2017-12-24,15142,22538,paypal,2,445.45,182.46,specialty
2017-05-07,64039,29656,paypal,3,76.76,45.74,emergency
2017-05-01,11337,18541,credit card,1,393.71,128.61,emergency
2017-09-25,53075,37269,paypal,1,93.61,50.52,emergency
2017-02-25,13066,9947,paypal,2,919.18,506.98,specialty
2017-07-04,8874,7234,paypal,1,351.14,171.11,specialty
2017-11-21,12211,86064,cash,2,589.82,185,emergency
2017-12-19,52575,91230,paypal,1,703.77,408.07,emergency
2017-10-21,57762,42029,paypal,2,920.94,543.9,emergency
2017-09-07,34357,60230,cash,1,237.78,96.54,specialty
2017-12-17,40695,25426,cash,3,146.15,75.92,emergency
2017-07-19,4682,51943,paypal,2,652.13,376.21,specialty
2017-01-01,85894,29552,paypal,1,319.41,124.27,emergency
2017-10-29,13508,24221,paypal,3,933.45,291.74,specialty
2017-10-08,28803,27188,paypal,2,574.61,339.91,emergency
2017-04-18,81289,55593,cash,1,73.52,35.49,emergency
2017-05-24,91735,32310,cash,1,451.42,139.76,emergency
2017-03-08,17415,50304,credit card,3,95.66,30.34,specialty
2017-08-09,58082,37269,credit card,3,93.61,50.52,emergency
2017-01-14,57762,86205,cash,3,284.07,132.35,emergency
2017-08-24,13582,88698,credit card,2,29.54,10.35,specialty
2017-05-29,23901,60974,cash,1,866.72,290.78,specialty
2017-04-05,15284,89266,cash,3,786.91,339.3,specialty
2017-08-18,38660,99445,paypal,2,74.29,28.26,specialty
2017-11-18,29260,55593,paypal,1,73.52,35.49,emergency
2017-07-12,99638,60230,credit card,3,237.78,96.54,specialty
2017-07-25,15769,32310,credit card,1,451.42,139.76,emergency
2017-09-14,93017,15847,credit card,2,207.94,84.67,emergency
2017-07-16,91792,72114,cash,1,257.33,96.49,specialty
2017-11-21,4500,43446,cash,3,879.47,-99,emergency
2017-09-10,47520,27188,cash,2,574.61,339.91,emergency
2017-03-30,79707,27578,paypal,2,458.31,269.8,emergency
2017-04-24,79438,75775,cash,1,550.33,298.61,specialty
2017-10-29,95081,60974,paypal,2,866.72,290.78,specialty
2017-05-07,46822,2002,paypal,2,799.99,407.3,emergency
2017-02-14,7364,28440,paypal,2,415.08,214.57,emergency
2017-10-05,67151,54910,paypal,2,312.72,184.77,specialty
2017-08-20,56074,85702,credit card,1,326.84,168.31,emergency
2017-05-04,73501,2002,paypal,3,799.99,407.3,emergency
2017-11-08,48769,81165,paypal,3,700.72,387.72,emergency
2017-12-22,97036,96506,credit card,1,262.78,100.68,emergency
2017-01-17,10710,7234,credit card,1,351.14,171.11,specialty
2017-05-08,73940,78934,credit card,2,586.96,264.75,specialty
2017-01-11,83058,27410,cash,3,240.23,84.42,specialty
2017-08-11,29909,34082,cash,1,40.67,12.21,specialty
2017-07-05,21581,62077,cash,3,704.49,246.24,specialty
2017-03-14,69635,15847,credit card,3,207.94,84.67,emergency
2017-04-15,12307,43446,credit card,1,879.47,-99,emergency
2017-05-05,87367,55593,cash,3,73.52,35.49,emergency
2017-12-18,28803,85702,cash,1,326.84,168.31,emergency
2017-07-13,53830,85702,cash,1,326.84,168.31,emergency
2017-12-23,69052,91230,paypal,3,703.77,408.07,emergency
2017-10-01,29227,82560,cash,1,658.88,330.44,emergency
2017-03-07,40247,34082,cash,3,40.67,12.21,specialty
2017-02-09,69578,37524,paypal,3,448.03,177.37,emergency
2017-02-15,79148,8403,cash,1,560.74,234.89,emergency
2017-01-08,60392,2002,cash,3,799.99,407.3,emergency
2017-01-18,39935,78934,paypal,2,586.96,264.75,specialty
2017-05-10,9520,18541,paypal,2,393.71,128.61,emergency
2017-09-17,84115,34082,paypal,3,40.67,12.21,specialty
2017-03-02,47314,86205,paypal,3,284.07,132.35,emergency
2017-11-01,13508,89266,paypal,1,786.91,339.3,specialty
2017-08-23,78246,78934,credit card,1,586.96,264.75,specialty
2017-10-27,35173,34413,credit card,3,29.8,15.34,emergency
2017-03-21,42191,70159,cash,2,905.96,345.4,emergency
2017-08-21,56842,75593,credit card,1,23.5,10.06,specialty
2017-08-29,94345,81136,cash,2,45.9,23.98,emergency
2017-02-12,32359,34719,credit card,3,176.03,76.99,emergency
2017-04-03,24857,42029,credit card,3,920.94,543.9,emergency
2017-08-28,62771,7234,credit card,1,351.14,171.11,specialty
2017-10-05,34081,54910,cash,2,312.72,184.77,specialty
2017-03-02,31147,34719,credit card,1,176.03,76.99,emergency
2017-11-16,39095,29552,credit card,2,319.41,124.27,emergency
2017-06-18,28150,96001,credit card,3,635.86,320.37,specialty
2017-10-17,64744,96001,cash,3,635.86,320.37,specialty
2017-11-22,8662,70159,credit card,1,905.96,345.4,emergency
2017-11-24,5511,60974,paypal,2,866.72,290.78,specialty
2017-03-12,7901,8403,credit card,3,560.74,234.89,emergency
2017-05-28,56375,85702,paypal,3,326.84,168.31,emergency
2017-11-26,69065,27188,credit card,2,574.61,339.91,emergency
2017-02-03,36209,78934,credit card,3,586.96,264.75,specialty
2017-04-25,81633,82560,cash,1,658.88,330.44,emergency
2017-12-14,9999,60974,cash,3,866.72,290.78,specialty
2017-03-08,16996,75593,credit card,3,23.5,10.06,specialty
2017-01-07,40068,60230,cash,1,237.78,96.54,specialty
2017-03-27,42137,91230,paypal,2,703.77,408.07,emergency
2017-10-10,39751,75593,cash,3,23.5,10.06,specialty
2017-02-28,15037,8632,paypal,1,561.63,270.51,emergency
2017-07-07,29168,9072,cash,3,97.04,43.04,emergency
2017-08-29,92250,87212,paypal,2,694.73,364.1,specialty
2017-06-25,79350,34719,credit card,3,176.03,76.99,emergency
2017-10-03,44953,29552,credit card,1,319.41,124.27,emergency
2017-10-06,63692,15918,cash,1,175.76,87.34,specialty
2017-05-16,88314,91230,credit card,3,703.77,408.07,emergency
2017-11-05,23090,78934,paypal,2,586.96,264.75,specialty
2017-10-01,66992,91230,credit card,2,703.77,408.07,emergency
2017-06-30,81690,99445,credit card,3,74.29,28.26,specialty
2017-08-09,10857,10130,paypal,2,767.88,417.93,specialty
2017-12-07,79853,8632,credit card,1,561.63,270.51,emergency
2017-06-03,66992,81136,paypal,1,45.9,23.98,emergency
2017-09-03,84186,13013,paypal,1,373.37,123.44,specialty
2017-09-24,37265,61070,cash,1,942.04,496.72,specialty
2017-07-27,85091,27410,cash,2,240.23,84.42,specialty
2017-12-02,92882,89266,paypal,1,786.91,339.3,specialty
2017-06-24,23857,54910,cash,2,312.72,184.77,specialty
2017-10-23,82849,24221,paypal,2,933.45,291.74,specialty
2017-12-26,53075,34082,credit card,1,40.67,12.21,specialty
2017-03-23,13508,43446,cash,3,879.47,-99,emergency
2017-12-22,64744,7234,cash,3,351.14,171.11,specialty
2017-09-16,35173,34082,paypal,3,40.67,12.21,specialty
2017-01-12,53491,81165,credit card,3,700.72,387.72,emergency
2017-01-27,78795,85702,credit card,1,326.84,168.31,emergency
2017-03-05,39935,8632,credit card,1,561.63,270.51,emergency
2017-04-21,97109,62077,credit card,2,704.49,246.24,specialty
2017-05-23,75319,78934,credit card,1,586.96,264.75,specialty
2017-10-23,79853,85702,credit card,1,326.84,168.31,emergency
2017-10-11,23662,29656,cash,1,76.76,45.74,emergency
2017-04-01,80844,43446,paypal,2,879.47,-99,emergency
2017-07-15,26276,10130,credit card,2,767.88,417.93,specialty
2017-05-11,99624,86064,cash,1,589.82,185,emergency
2017-08-30,63467,24221,paypal,1,933.45,291.74,specialty
2017-11-26,24857,28440,paypal,3,415.08,214.57,emergency
2017-09-10,7872,16224,cash,1,85.77,36.61,specialty
2017-04-26,24580,70159,credit card,1,905.96,345.4,emergency
2017-08-26,15750,8632,cash,3,561.63,270.51,emergency
2017-01-13,28025,25031,credit card,2,548.78,226.66,emergency
2017-01-02,2211,15847,credit card,3,207.94,84.67,emergency
2017-01-23,46557,8632,credit card,1,561.63,270.51,emergency
2017-02-12,92882,15918,cash,1,175.76,87.34,specialty
2017-10-28,13066,27410,credit card,3,240.23,84.42,specialty
2017-01-14,70215,15918,cash,2,175.76,87.34,specialty
2017-01-06,33974,43446,cash,2,879.47,-99,emergency
2017-03-31,88404,27188,paypal,2,574.61,339.91,emergency
2017-11-29,45042,2002,cash,1,799.99,407.3,emergency
2017-04-06,31160,34082,paypal,3,40.67,12.21,specialty
2017-03-17,15156,85702,credit card,2,326.84,168.31,emergency
2017-06-11,60967,85702,cash,2,326.84,168.31,emergency
2017-04-30,86957,15918,cash,3,175.76,87.34,specialty
2017-05-30,18802,15918,credit card,3,175.76,87.34,specialty
2017-07-04,99247,7234,credit card,1,351.14,171.11,specialty
2017-04-21,99247,42029,cash,2,920.94,543.9,emergency
2017-03-12,86954,29656,cash,3,76.76,45.74,emergency
2017-05-22,76025,60974,cash,3,866.72,290.78,specialty
2017-01-31,32056,78934,cash,1,586.96,264.75,specialty
2017-01-25,15791,37524,credit card,3,448.03,177.37,emergency
2017-02-01,62515,86205,credit card,1,284.07,132.35,emergency
2017-09-10,67473,76290,cash,3,692.84,382.05,emergency
2017-09-23,57606,55593,credit card,1,73.52,35.49,emergency
2017-06-30,76367,87212,cash,3,694.73,364.1,specialty
2017-01-22,20325,96001,cash,3,635.86,320.37,specialty
2017-07-28,53075,75775,paypal,3,550.33,298.61,specialty
2017-10-27,20062,34719,paypal,1,176.03,76.99,emergency
2017-10-21,57868,86205,paypal,3,284.07,132.35,emergency
2017-01-03,77572,27410,cash,2,240.23,84.42,specialty
2017-06-30,15659,37269,cash,3,93.61,50.52,emergency
2017-10-27,23243,81136,cash,2,45.9,23.98,emergency
2017-01-15,76967,85702,cash,1,326.84,168.31,emergency
2017-04-24,14372,24221,paypal,1,933.45,291.74,specialty
2017-04-29,97036,16224,credit card,2,85.77,36.61,specialty
2017-08-02,42926,60974,credit card,1,866.72,290.78,specialty
2017-05-16,32754,28440,cash,1,415.08,214.57,emergency
2017-01-02,82543,96001,cash,3,635.86,320.37,specialty
2017-08-06,45017,28440,cash,3,415.08,214.57,emergency
2017-03-04,83583,37269,cash,3,93.61,50.52,emergency
2017-04-10,65695,40784,cash,1,125.79,47.53,specialty
2017-03-11,73660,43446,cash,1,879.47,-99,emergency
2017-05-14,27397,25426,cash,1,146.15,75.92,emergency
2017-03-20,72173,40784,cash,3,125.79,47.53,specialty
2017-04-02,48769,8403,cash,3,560.74,234.89,emergency
2017-05-31,16996,79954,credit card,3,106.01,47.34,emergency
2017-06-21,5145,61070,credit card,2,942.04,496.72,specialty
2017-12-28,81690,34413,credit card,2,29.8,15.34,emergency
2017-11-30,91292,43446,credit card,1,879.47,-99,emergency
2017-11-18,57069,40784,paypal,2,125.79,47.53,specialty
2017-07-22,50521,51943,paypal,1,652.13,376.21,specialty
2017-02-08,35044,96001,paypal,1,635.86,320.37,specialty
2017-07-16,24580,24221,credit card,2,933.45,291.74,specialty
2017-12-08,69684,25031,credit card,1,548.78,226.66,emergency
2017-01-04,3746,10130,credit card,2,767.88,417.93,specialty
2017-05-13,13024,9947,credit card,2,919.18,506.98,specialty
2017-08-04,81158,24221,paypal,1,933.45,291.74,specialty
2017-11-25,55373,9072,credit card,1,97.04,43.04,emergency
2017-08-28,59310,25426,paypal,3,146.15,75.92,emergency
2017-02-23,69207,27188,credit card,3,574.61,339.91,emergency
2017-08-11,57069,32310,credit card,3,451.42,139.76,emergency
2017-05-02,39095,76290,cash,2,692.84,382.05,emergency
2017-11-20,99306,15918,paypal,2,175.76,87.34,specialty
2017-04-15,86275,89266,cash,2,786.91,339.3,specialty
2017-11-30,43613,70159,credit card,1,905.96,345.4,emergency
2017-10-15,23243,76290,cash,1,692.84,382.05,emergency
2017-11-10,59515,2002,cash,2,799.99,407.3,emergency
2017-04-06,61791,40784,cash,1,125.79,47.53,specialty
2017-01-14,70252,2002,paypal,1,799.99,407.3,emergency
2017-07-05,34499,81136,credit card,1,45.9,23.98,emergency
2017-08-07,70215,86205,cash,2,284.07,132.35,emergency
2017-12-20,63190,7234,paypal,3,351.14,171.11,specialty
2017-02-13,31647,40784,paypal,1,125.79,47.53,specialty
2017-08-11,13304,16224,cash,1,85.77,36.61,specialty
2017-12-17,83058,27410,paypal,3,240.23,84.42,specialty
2017-02-26,37265,79954,cash,1,106.01,47.34,emergency
2017-11-15,24857,9947,credit card,1,919.18,506.98,specialty
2017-12-02,5436,75593,paypal,1,23.5,10.06,specialty
2017-01-29,23090,51943,paypal,2,652.13,376.21,specialty
2017-04-20,65695,8632,cash,3,561.63,270.51,emergency
2017-03-27,47314,88698,credit card,3,29.54,10.35,specialty
2017-01-06,43967,10130,credit card,1,767.88,417.93,specialty
2017-10-16,53012,70159,credit card,2,905.96,345.4,emergency
2017-07-17,25933,25031,cash,1,548.78,226.66,emergency
2017-05-26,78226,81165,paypal,1,700.72,387.72,emergency
2017-05-05,54569,87212,paypal,1,694.73,364.1,specialty
2017-09-25,39095,32738,cash,2,343.38,105.14,emergency
2017-03-23,23090,13013,cash,2,373.37,123.44,specialty
2017-09-20,97745,86205,paypal,1,284.07,132.35,emergency
2017-04-30,26969,28440,credit card,1,415.08,214.57,emergency
2017-06-03,13416,8632,credit card,3,561.63,270.51,emergency
2017-02-06,13379,96001,cash,2,635.86,320.37,specialty
2017-05-16,43967,9072,cash,1,97.04,43.04,emergency
2017-05-22,49887,32738,credit card,3,343.38,105.14,emergency
2017-06-13,17466,79954,paypal,2,106.01,47.34,emergency
2017-05-21,52254,15918,cash,2,175.76,87.34,specialty
2017-01-06,45885,96506,credit card,1,262.78,100.68,emergency
2017-03-26,79215,27578,cash,1,458.31,269.8,emergency
2017-03-22,38523,25031,cash,2,548.78,226.66,emergency
2017-05-15,72742,34719,paypal,3,176.03,76.99,emergency
2017-03-27,91650,9947,credit card,1,919.18,506.98,specialty
2017-04-15,16298,87212,cash,2,694.73,364.1,specialty
2017-06-06,58797,43446,paypal,3,879.47,-99,emergency
2017-11-06,1996,27578,credit card,2,458.31,269.8,emergency
2017-04-02,81020,13013,paypal,3,373.37,123.44,specialty
2017-12-14,64350,18541,paypal,1,393.71,128.61,emergency
2017-02-18,39322,87212,credit card,1,694.73,364.1,specialty
2017-06-19,46384,32310,cash,2,451.42,139.76,emergency
2017-07-24,84115,8403,cash,3,560.74,234.89,emergency
2017-07-05,75371,70159,paypal,1,905.96,345.4,emergency
2017-08-05,20325,60230,paypal,1,237.78,96.54,specialty
2017-04-30,45520,40784,cash,2,125.79,47.53,specialty
2017-10-03,25010,86205,cash,3,284.07,132.35,emergency
2017-06-23,36662,27410,credit card,2,240.23,84.42,specialty
